date_maj,score_final,score_surete,score_commercial,action_recommandee,fenetre_action,titre,acheteur,pays_execution,type_notice,justification,publication_number,lien_avis,deadline,date_publication,statut_suivi,date_detection
2026-08-18,6.9,6.8,7.0,contacter,indetermine,"Resilience, Early Action, and Disaster Readiness for Khyber Pakhtunkhwa","Province of Khyber Pakhtunkhwa, Relief, Rehabilitation and Settlement Department,Province of Khyber Pakhtunkhwa, Irrigation Department",PAK,Projet BM (Pipeline),"Projet BM Pipeline approuve le 2026-10-30 (250 M USD). Signal AMONT : deploiement a venir en amont de l'appel d'offres. Cible : le titulaire qui executera, pas l'agence.",BMP-P512715,https://projects.worldbank.org/en/projects-operations/project-detail/P512715,2031-11-12,2026-10-30,nouveau,2026-08-13
2026-08-18,5.9,6.8,5.0,surveiller,indetermine,Pakistan Finance for Lowering Emissions in the Water and Waste Sectors,"Ministry of Climate Change & Environmental Coordination,Punjab Planning & Development Board,Sindh Planning & Development Department",PAK,Projet BM (Pipeline),"Projet BM Pipeline approuve le 2026-10-30 (50 M USD). Signal AMONT : deploiement a venir en amont de l'appel d'offres. Cible : le titulaire qui executera, pas l'agence.",BMP-P510667,https://projects.worldbank.org/en/projects-operations/project-detail/P510667,2031-06-30,2026-10-30,nouveau,2026-08-13
2026-08-18,6.9,6.8,7.0,contacter,indetermine,"Cameroon Third Fiscal Sustainability, Inclusive and Sustainable Growth Development Policy Financing",MInistry of Finance,CMR,Projet BM (Pipeline),"Projet BM Pipeline approuve le 2026-10-30 (200 M USD). Signal AMONT : deploiement a venir en amont de l'appel d'offres. Cible : le titulaire qui executera, pas l'agence.",BMP-P509830,https://projects.worldbank.org/en/projects-operations/project-detail/P509830,2028-07-31,2026-10-30,nouveau,2026-08-13
2026-08-18,4.2,4.4,4.0,ignorer,indetermine,Early Childhood Development to Build Tajikistan’s Human Capital Project,,TJK,Projet BM (Pipeline),"Projet BM Pipeline approuve le 2026-10-29 (45 M USD). Signal AMONT : deploiement a venir en amont de l'appel d'offres. Cible : le titulaire qui executera, pas l'agence.",BMP-P516431,https://projects.worldbank.org/en/projects-operations/project-detail/P516431,,2026-10-29,nouveau,2026-08-13
2026-08-18,6.9,6.8,7.0,contacter,indetermine,Pakistan Public Resources for Inclusive Development Multiphase Programmatic Approach: Khyber Pakhtunkhwa,Government of Khyber Pakhtunkhwa. Finance Department,PAK,Projet BM (Pipeline),"Projet BM Pipeline approuve le 2026-10-29 (200 M USD). Signal AMONT : deploiement a venir en amont de l'appel d'offres. Cible : le titulaire qui executera, pas l'agence.",BMP-P515269,https://projects.worldbank.org/en/projects-operations/project-detail/P515269,2031-10-01,2026-10-29,nouveau,2026-08-13
2026-08-18,4.2,4.4,4.0,ignorer,indetermine,SALONE Public Resource Management for Jobs and Growth PforR,Ministry of Finance,SLE,Projet BM (Pipeline),"Projet BM Pipeline approuve le 2026-10-29 (40 M USD). Signal AMONT : deploiement a venir en amont de l'appel d'offres. Cible : le titulaire qui executera, pas l'agence.",BMP-P514789,https://projects.worldbank.org/en/projects-operations/project-detail/P514789,,2026-10-29,nouveau,2026-08-13
2026-08-18,6.4,6.8,6.0,surveiller,indetermine,Mozambique Program to Strengthen Public Expenditure for Results,"Ministry of Finance ,Ministry of State Administration (MAEFP)",MOZ,Projet BM (Pipeline),"Projet BM Pipeline approuve le 2026-10-28 (150 M USD). Signal AMONT : deploiement a venir en amont de l'appel d'offres. Cible : le titulaire qui executera, pas l'agence.",BMP-P514896,https://projects.worldbank.org/en/projects-operations/project-detail/P514896,2031-06-30,2026-10-28,nouveau,2026-08-13
2026-08-18,8.0,10.0,6.0,contacter,indetermine,Yemen Agribusiness Program Phase 1,"World Food Programme ,Food and Agriculture Organization of the United Nations",YEM,Projet BM (Pipeline),"Projet BM Pipeline approuve le 2026-10-27 (100 M USD). Signal AMONT : deploiement a venir en amont de l'appel d'offres. Cible : le titulaire qui executera, pas l'agence.",BMP-P511417,https://projects.worldbank.org/en/projects-operations/project-detail/P511417,2033-09-15,2026-10-27,nouveau,2026-08-13
2026-08-18,8.0,10.0,6.0,contacter,indetermine,Recovery of Electricity Sector for Equitable Transition in Yemen (RESET),United Nations Office for Project Services,YEM,Projet BM (Pipeline),"Projet BM Pipeline approuve le 2026-10-23 (120 M USD). Signal AMONT : deploiement a venir en amont de l'appel d'offres. Cible : le titulaire qui executera, pas l'agence.",BMP-P516972,https://projects.worldbank.org/en/projects-operations/project-detail/P516972,2031-12-31,2026-10-23,nouveau,2026-08-13
2026-08-18,9.0,10.0,8.0,contacter,indetermine,National Action for Healthy Rivers and Resilient Water Services,"Mayoralty of Baghdad,Ministry of Construction, Housing, Municipalities and Public Works",IRQ,Projet BM (Pipeline),"Projet BM Pipeline approuve le 2026-10-22 (600 M USD). Signal AMONT : deploiement a venir en amont de l'appel d'offres. Cible : le titulaire qui executera, pas l'agence.",BMP-P513829,https://projects.worldbank.org/en/projects-operations/project-detail/P513829,2034-12-29,2026-10-22,nouveau,2026-08-13
2026-08-18,4.2,4.4,4.0,ignorer,indetermine,Liberia Forest Economy Project (LiFE-P),Forestry Development Authority,LBR,Projet BM (Pipeline),"Projet BM Pipeline approuve le 2026-10-22 (40 M USD). Signal AMONT : deploiement a venir en amont de l'appel d'offres. Cible : le titulaire qui executera, pas l'agence.",BMP-P508345,https://projects.worldbank.org/en/projects-operations/project-detail/P508345,2032-05-30,2026-10-22,nouveau,2026-08-13
2026-08-18,8.0,10.0,6.0,contacter,indetermine,DRC Development of Statistical Capacity to Improve Decision-Making (DECIDE) Project,"Institut National de la Statistique,Ministry of Planning and Coordination of Development Aid",COD,Projet BM (Pipeline),"Projet BM Pipeline approuve le 2026-10-09 (102 M USD). Signal AMONT : deploiement a venir en amont de l'appel d'offres. Cible : le titulaire qui executera, pas l'agence.",BMP-P513798,https://projects.worldbank.org/en/projects-operations/project-detail/P513798,2031-06-30,2026-10-09,nouveau,2026-08-13
2026-08-18,5.7,4.4,7.0,surveiller,indetermine,Second Program for Strengthening Governance for Enabling Service Delivery and Public Investment in Kenya,,KEN,Projet BM (Pipeline),"Projet BM Pipeline approuve le 2026-09-25 (200 M USD). Signal AMONT : deploiement a venir en amont de l'appel d'offres. Cible : le titulaire qui executera, pas l'agence.",BMP-P517286,https://projects.worldbank.org/en/projects-operations/project-detail/P517286,,2026-09-25,nouveau,2026-08-13
2026-08-18,8.0,10.0,6.0,contacter,indetermine,Niger Accelerating Electricity Access Project MPA Phase 2 (Haske 2),"Agence nigérienne de promotion de l’électrification en milieu rural (ANPER),Société nigérienne d’électricité (NIGELEC)",NER,Projet BM (Pipeline),"Projet BM Pipeline approuve le 2026-09-30 (100 M USD). Signal AMONT : deploiement a venir en amont de l'appel d'offres. Cible : le titulaire qui executera, pas l'agence.",BMP-P517277,https://projects.worldbank.org/en/projects-operations/project-detail/P517277,2030-12-30,2026-09-30,nouveau,2026-08-13
2026-08-18,3.7,4.4,3.0,ignorer,indetermine,Djibouti Digital Foundations Project,,DJI,Projet BM (Pipeline),"Projet BM Pipeline approuve le 2026-09-30 (10 M USD). Signal AMONT : deploiement a venir en amont de l'appel d'offres. Cible : le titulaire qui executera, pas l'agence.",BMP-P515866,https://projects.worldbank.org/en/projects-operations/project-detail/P515866,,2026-09-30,nouveau,2026-08-13
2026-08-18,4.4,6.8,2.0,ignorer,indetermine,"Smallholder Transformation through Access to Markets, Learning, and Livestock Finance in Uzbekistan",Committee for Veterinary and Livestock Development,UZB,Projet BM (Pipeline),"Projet BM Pipeline approuve le 2026-09-30 (3 M USD). Signal AMONT : deploiement a venir en amont de l'appel d'offres. Cible : le titulaire qui executera, pas l'agence.",BMP-P515458,https://projects.worldbank.org/en/projects-operations/project-detail/P515458,2028-12-31,2026-09-30,nouveau,2026-08-13
2026-08-18,8.5,10.0,7.0,contacter,indetermine,Renewable Acceleration and Market Development for Ukraine Project,National Development Instituion,UKR,Projet BM (Pipeline),"Projet BM Pipeline approuve le 2026-09-30 (370 M USD). Signal AMONT : deploiement a venir en amont de l'appel d'offres. Cible : le titulaire qui executera, pas l'agence.",BMP-P515275,https://projects.worldbank.org/en/projects-operations/project-detail/P515275,2030-12-31,2026-09-30,nouveau,2026-08-13
2026-08-18,6.4,6.8,6.0,surveiller,indetermine,Pakistan: Resilient and Accessible Microfinance (RAM) Project,,PAK,Projet BM (Pipeline),"Projet BM Pipeline approuve le 2026-09-30 (150 M USD). Signal AMONT : deploiement a venir en amont de l'appel d'offres. Cible : le titulaire qui executera, pas l'agence.",BMP-P515212,https://projects.worldbank.org/en/projects-operations/project-detail/P515212,,2026-09-30,nouveau,2026-08-13
2026-08-18,6.4,6.8,6.0,surveiller,indetermine,Uzbekistan Modernization of Electricity Distribution Systems Program,"JSC ""National Electric Grid of Uzbekistan"",Ministry of Economy and Finance",UZB,Projet BM (Pipeline),"Projet BM Pipeline approuve le 2026-09-30 (100 M USD). Signal AMONT : deploiement a venir en amont de l'appel d'offres. Cible : le titulaire qui executera, pas l'agence.",BMP-P514733,https://projects.worldbank.org/en/projects-operations/project-detail/P514733,2030-12-31,2026-09-30,nouveau,2026-08-13
2026-08-18,5.7,4.4,7.0,surveiller,indetermine,Accelerating Sustainable and Clean Energy Access Transformation in Uganda,"Uganda Electricity Distribution Company Limited,Uganda Energy Credit Capitalisation Company",UGA,Projet BM (Pipeline),"Projet BM Pipeline approuve le 2026-09-30 (250 M USD). Signal AMONT : deploiement a venir en amont de l'appel d'offres. Cible : le titulaire qui executera, pas l'agence.",BMP-P514490,https://projects.worldbank.org/en/projects-operations/project-detail/P514490,2030-06-28,2026-09-30,nouveau,2026-08-13
2026-08-18,8.5,10.0,7.0,contacter,indetermine,Enhancing Collection of Revenue and Expenditure Management Project,,COD,Projet BM (Pipeline),"Projet BM Pipeline approuve le 2026-09-25 (200 M USD). Signal AMONT : deploiement a venir en amont de l'appel d'offres. Cible : le titulaire qui executera, pas l'agence.",BMP-P511071,https://projects.worldbank.org/en/projects-operations/project-detail/P511071,,2026-09-25,nouveau,2026-08-13
2026-08-18,3.2,4.4,2.0,ignorer,indetermine,One Health Approach to Drive Resilience and Recovery in Lebanon,Ministry of Public Health,LBN,Projet BM (Pipeline),"Projet BM Pipeline approuve le 2026-09-30 (3 M USD). Signal AMONT : deploiement a venir en amont de l'appel d'offres. Cible : le titulaire qui executera, pas l'agence.",BMP-P509776,https://projects.worldbank.org/en/projects-operations/project-detail/P509776,2027-12-31,2026-09-30,nouveau,2026-08-13
2026-08-18,6.0,10.0,2.0,surveiller,indetermine,Strengthening the Capacity of the State Agrarian Register in Ukraine,"Ministry of Economy, Environment and Agriculture",UKR,Projet BM (Pipeline),"Projet BM Pipeline approuve le 2026-09-30 (montant n.c.). Signal AMONT : deploiement a venir en amont de l'appel d'offres. Cible : le titulaire qui executera, pas l'agence.",BMP-P506719,https://projects.worldbank.org/en/projects-operations/project-detail/P506719,2029-01-31,2026-09-30,nouveau,2026-08-13
2026-08-18,4.4,6.8,2.0,ignorer,indetermine,Regenerative Agriculture for Agro-Pastoral Livelihoods in Ethiopia,Ministry of Irrigation and Lowlands (MILLs),ETH,Projet BM (Pipeline),"Projet BM Pipeline approuve le 2026-09-30 (3 M USD). Signal AMONT : deploiement a venir en amont de l'appel d'offres. Cible : le titulaire qui executera, pas l'agence.",BMP-P505075,https://projects.worldbank.org/en/projects-operations/project-detail/P505075,2029-10-31,2026-09-30,nouveau,2026-08-13
2026-08-18,5.9,6.8,5.0,surveiller,indetermine,Moldova Energy Efficiency Revolving Mechanism Project,"Ministry of Energy,National Centre for Sustainable Energy (CNED)",MDA,Projet BM (Pipeline),"Projet BM Pipeline approuve le 2026-09-25 (50 M USD). Signal AMONT : deploiement a venir en amont de l'appel d'offres. Cible : le titulaire qui executera, pas l'agence.",BMP-P510426,https://projects.worldbank.org/en/projects-operations/project-detail/P510426,2031-12-30,2026-09-25,nouveau,2026-08-13
2026-08-18,7.5,10.0,5.0,contacter,indetermine,Afghanistan Human Capital and Jobs,"Aga Khan Development Network (AKDN),United Nations Children's Fund,World Food Programme",AFG,Projet BM (Pipeline),"Projet BM Pipeline approuve le 2026-09-24 (95 M USD). Signal AMONT : deploiement a venir en amont de l'appel d'offres. Cible : le titulaire qui executera, pas l'agence.",BMP-P514193,https://projects.worldbank.org/en/projects-operations/project-detail/P514193,2028-12-31,2026-09-24,nouveau,2026-08-13
2026-08-18,6.5,10.0,3.0,contacter,indetermine,Afghanistan Private Sector Resilience Project,"Afghan Credit Guarantee Foundation,United Nations Office for Project Services (UNOPS)",AFG,Projet BM (Pipeline),"Projet BM Pipeline approuve le 2026-09-24 (15 M USD). Signal AMONT : deploiement a venir en amont de l'appel d'offres. Cible : le titulaire qui executera, pas l'agence.",BMP-P512394,https://projects.worldbank.org/en/projects-operations/project-detail/P512394,2029-10-31,2026-09-24,nouveau,2026-08-13
2026-08-18,6.9,6.8,7.0,contacter,indetermine,Agribusiness Value Chains Development Program,"Ministry of Agriculture, Environment and Fisheries",MOZ,Projet BM (Pipeline),"Projet BM Pipeline approuve le 2026-09-23 (250 M USD). Signal AMONT : deploiement a venir en amont de l'appel d'offres. Cible : le titulaire qui executera, pas l'agence.",BMP-P513560,https://projects.worldbank.org/en/projects-operations/project-detail/P513560,2031-08-31,2026-09-23,nouveau,2026-08-13
2026-08-18,8.5,10.0,7.0,contacter,indetermine,Mali Electricity Sector Improvement Program - Phase 1,Energie du Mali - SA,MLI,Projet BM (Pipeline),"Projet BM Pipeline approuve le 2026-09-22 (252 M USD). Signal AMONT : deploiement a venir en amont de l'appel d'offres. Cible : le titulaire qui executera, pas l'agence.",BMP-P516046,https://projects.worldbank.org/en/projects-operations/project-detail/P516046,2031-06-30,2026-09-22,nouveau,2026-08-13
2026-08-18,3.7,4.4,3.0,ignorer,indetermine,EAGER Zimbabwe - Advancing Girls' and Women's Empowerment Project,"Ministry of Health and Child Care ,Ministry of Public Service, Labour and Social Welfare,Ministry of Women Affairs, Community and Small and Medium Enterprises Development",ZWE,Projet BM (Pipeline),"Projet BM Pipeline approuve le 2026-09-16 (21 M USD). Signal AMONT : deploiement a venir en amont de l'appel d'offres. Cible : le titulaire qui executera, pas l'agence.",BMP-P514096,https://projects.worldbank.org/en/projects-operations/project-detail/P514096,2029-06-29,2026-09-16,nouveau,2026-08-13
2026-08-18,4.2,4.4,4.0,ignorer,indetermine,The Gambia Water and Sanitation Project,National Water and Electricity Company (NAWEC),GMB,Projet BM (Pipeline),"Projet BM Pipeline approuve le 2026-09-15 (30 M USD). Signal AMONT : deploiement a venir en amont de l'appel d'offres. Cible : le titulaire qui executera, pas l'agence.",BMP-P513113,https://projects.worldbank.org/en/projects-operations/project-detail/P513113,2031-12-31,2026-09-15,nouveau,2026-08-13
2026-08-18,5.2,4.4,6.0,surveiller,indetermine,Integrated Social Protection for Resilience and Opportunity Project,National Local Government  Finance Committee,MWI,Projet BM (Pipeline),"Projet BM Pipeline approuve le 2026-09-15 (110 M USD). Signal AMONT : deploiement a venir en amont de l'appel d'offres. Cible : le titulaire qui executera, pas l'agence.",BMP-P512324,https://projects.worldbank.org/en/projects-operations/project-detail/P512324,2029-12-31,2026-09-15,nouveau,2026-08-13
2026-08-18,4.7,4.4,5.0,surveiller,indetermine,Burundi Integrated Community Development Project,,BDI,Projet BM (Pipeline),"Projet BM Pipeline approuve le 2026-09-15 (52 M USD). Signal AMONT : deploiement a venir en amont de l'appel d'offres. Cible : le titulaire qui executera, pas l'agence.",BMP-P511988,https://projects.worldbank.org/en/projects-operations/project-detail/P511988,,2026-09-15,nouveau,2026-08-13
2026-08-18,6.0,10.0,2.0,surveiller,indetermine,Strengthening Ukraine’s Statistical Systems for Recovery and Reform,State Statistics Service of Ukraine,UKR,Projet BM (Pipeline),"Projet BM Pipeline approuve le 2026-09-07 (montant n.c.). Signal AMONT : deploiement a venir en amont de l'appel d'offres. Cible : le titulaire qui executera, pas l'agence.",BMP-P514828,https://projects.worldbank.org/en/projects-operations/project-detail/P514828,2029-03-01,2026-09-07,nouveau,2026-08-13
